entity_name,text_emb
10.702米,"-0.03263563,0.02636627,-0.04305042,0.10278942,0.01574885,-0.14477471,0.14368223,0.02451906,-0.09444331,-0.02604639,0.09803630,0.05927610,0.01739685,-0.06241237,0.00239478,-0.06413630,-0.00850288,0.01845201,-0.05914452,0.03983879,0.05113909,-0.03527825,-0.04482963,0.03953434,-0.08810528,0.00875783,-0.02829494,-0.09766941,0.00852029,0.01343409,0.07329455,0.00274328,-0.11898647,0.03901516,-0.03535466,0.09853341,0.07001879,-0.04790194,0.07828752,0.02378700,-0.01482788,0.06050398,-0.17093486,0.11082460,-0.18568921,0.01223518,-0.01888063,0.10343546,-0.14086175,0.11027933,0.02026869,0.57841748,-0.14181642,0.10031296,-0.00388727,-0.04326463,0.10274369,0.00279015,-0.04910560,-0.00704443,-0.01960642,-0.04681969,-0.04245628,-0.02997189,0.02476832,-0.03078172,0.00841759,-0.11246917,0.07751071,-0.02685471,-0.06847508,0.09444760,0.03697817,0.04622263,0.14350101,0.01508741,-0.00519652,0.04919313,0.02081371,-0.05263310,-0.02274475,-0.01076811,-0.09138466,-0.12023536,-0.09245943,-0.00458498,0.10563082,-0.01445516,0.05144032,0.12843601,0.00404091,0.02184801,0.00565603,0.06334163,-0.06831277,0.07487559,0.09205482,-0.02191357,-0.06347159,-0.01205939,0.09582451,-0.01881385,-0.12238961,-0.10187449,-0.06948534,-0.08519726,-0.05680905,-0.08027164,0.07228838,-0.00944171,-0.14512706,-0.12326858,0.00153023,0.11234828,-0.08239528,0.05505591,-0.00677672,0.05861451,0.01301361,-0.09785803,-0.01466758,0.04051530,0.11262517,-0.13576578,0.02686343,0.04242919,0.02035101,0.04225370"
2019年10月,"-0.07769689,-0.00674571,0.03255216,0.05446433,0.08379643,-0.09157539,0.10967574,0.07160295,-0.09005494,-0.08763931,0.06156585,0.01965876,0.05852441,-0.15261337,0.14976932,-0.03320807,-0.00441910,0.03032655,-0.12052489,0.05001223,0.01532831,0.03980498,0.02464274,0.03018981,-0.03166281,-0.01266101,0.01018551,-0.00308330,-0.00292730,-0.03595764,0.10858208,-0.02998746,-0.01019699,0.09351481,-0.08373899,-0.04575023,0.02534666,-0.10144142,-0.00365608,0.10462378,0.10099863,0.13626824,-0.10233307,-0.06687525,-0.05251381,0.05136474,0.08213581,0.02651110,-0.15427501,-0.01257643,-0.06894135,0.38632497,-0.01889342,0.15688938,-0.04216954,0.10295532,0.03069459,0.08741929,0.01816118,0.10432344,0.07152507,-0.11920005,-0.00870619,-0.04108535,0.00531091,-0.03858741,0.02572447,-0.09972613,-0.01466016,-0.03715366,-0.07261985,0.12005892,0.12324340,0.09797971,0.05727280,0.10804607,0.03251221,0.03103440,-0.06271776,-0.20411180,-0.09995810,0.05759234,-0.02016349,0.10163911,0.05486051,-0.02562195,-0.21124315,-0.12234350,0.11857300,0.07113752,0.01220520,0.06505729,-0.17096704,0.03790429,-0.02506359,0.01179497,0.03662106,0.06826001,-0.00985830,-0.05357301,0.05897760,0.09244531,-0.06398685,-0.15421166,-0.02944163,0.12564167,-0.02046488,-0.10549937,0.01142250,0.12218207,-0.05347722,0.00339834,0.19699679,0.12899624,-0.03122943,-0.04107604,0.08338355,-0.01353603,-0.04938163,-0.10838562,0.10516649,0.05575038,0.02053907,-0.02840926,0.08161727,-0.10782453,0.11323466,-0.11830698"
福州轨道交通1号线茶亭站南端头井盾构进洞水平冻结加固工程,"-0.03019766,-0.00531351,-0.04190219,-0.00363138,0.11050604,-0.16288622,-0.09349068,-0.06252763,0.03316895,-0.03242579,0.02628904,0.01973144,0.03342460,-0.00624879,-0.05975600,0.02671115,-0.04511978,0.04108120,0.03300071,0.06732175,-0.01343796,0.03406605,-0.09656965,0.08228280,-0.03330263,-0.08257456,-0.04581778,-0.00380518,-0.04738902,0.11709189,0.01879849,-0.04463520,-0.13704143,0.07111476,-0.17442119,0.01432388,-0.07450679,-0.08363644,-0.02531598,0.00968826,-0.14720413,-0.08543647,-0.12322348,-0.05894366,-0.01043561,0.00560258,0.14567269,0.06034960,-0.05401460,0.16990778,-0.01225141,0.64615190,-0.12538719,0.00991621,-0.02743829,0.01053242,-0.13351870,0.01991484,-0.00775655,0.13036217,0.08908670,0.04309386,0.02632559,-0.02977646,-0.07421090,-0.03933594,-0.01117696,0.04688744,-0.11145069,0.03826461,0.13873328,0.02233723,-0.01439021,-0.01289930,-0.08251362,-0.01738834,0.14881448,0.08236849,0.00324269,0.03006059,0.03153103,-0.02950007,0.08302478,-0.06789239,-0.00750425,-0.06660178,-0.07145361,-0.03524084,0.00209388,-0.00942712,-0.01919639,0.03720074,0.01912546,0.00723084,0.04268681,0.08694427,0.10127707,-0.14686345,-0.03014608,0.06291854,0.00643914,0.04016544,-0.17599225,-0.04588490,-0.04486756,0.07047869,-0.03415032,-0.04442210,0.05011940,-0.00326161,0.05490443,0.01753723,0.05607656,-0.05893242,-0.01696172,-0.04664340,0.09320757,0.01207249,0.00717356,0.00654643,0.01873240,-0.02524214,0.04902093,0.01323372,-0.01408211,-0.03410041,-0.01421259,0.04711251"
杭州地铁4号线联庄~水澄桥区间1号联络通道,"0.00098702,0.03144352,-0.01755039,-0.14164443,0.10803935,-0.07914884,0.00928375,0.04775481,0.01594361,0.03442084,-0.08368988,0.02165986,-0.00707165,0.03141272,-0.06058889,0.06074533,0.01669767,0.10643595,-0.00945732,-0.02354911,0.02561213,0.04284870,-0.12688097,0.08803154,-0.07131365,-0.01965741,-0.02203323,-0.02014892,-0.00753481,0.02250639,-0.04629663,-0.02467186,-0.01360142,0.05586068,0.01739177,0.03857741,-0.08039466,-0.04373258,0.02497367,-0.02954914,-0.07764036,0.02063861,-0.04905267,-0.04626062,0.01257688,-0.00875592,-0.03230731,0.03119664,0.00057739,0.09399529,-0.02809334,0.72774285,-0.00420416,0.01796014,-0.07088086,0.05288436,0.10726323,0.04200926,-0.02784202,0.13722083,0.04991738,-0.13754646,0.11680149,-0.01775286,0.03493315,-0.06566662,-0.00463215,-0.00275081,-0.00091597,-0.07744095,0.04297569,-0.04348087,-0.04214404,0.06456190,0.02421818,-0.04801043,0.08473750,0.08177704,0.06281890,-0.06058476,-0.05305983,-0.05916610,0.02490477,-0.06066004,-0.04469809,-0.07655527,0.01635685,-0.05662803,-0.04601330,-0.09845231,-0.10390158,-0.01399061,-0.03323973,0.05038767,-0.03023001,0.09462865,0.12228218,-0.04202392,-0.02227939,0.01980045,-0.04325622,0.01221183,-0.07824065,-0.03695157,-0.03621020,0.03839329,0.10444091,0.06178064,0.00436051,0.09245250,0.03307465,0.05489009,0.16559528,0.15362665,-0.00652953,0.06451844,0.03814869,0.11916541,-0.00127044,0.05499937,0.00367158,0.00701956,-0.02641966,-0.02255112,-0.00191109,-0.09415054,0.02520338,0.05508710"
2008年9月-2009年2月,"-0.04392380,-0.07066856,0.13572179,0.19826378,0.06754958,-0.01565159,0.07882745,0.13284069,0.10459532,0.00079020,-0.02676312,-0.01169037,-0.00340990,0.01178966,-0.02084070,-0.02862504,0.03407656,0.06159118,-0.06985043,-0.04329774,0.10141817,0.03812543,-0.15057486,0.05132680,0.10817487,-0.14053492,0.03344826,-0.09504157,-0.03845597,0.07841915,-0.06019605,-0.09674921,-0.04745528,0.20000158,-0.02390633,0.02212664,0.09052733,-0.01102689,-0.04938213,-0.07886358,-0.04712094,0.06539813,-0.02696724,-0.15004072,-0.07721882,0.17677751,0.06667837,0.04235879,-0.10209105,0.05891432,-0.17636108,0.36763996,-0.03761883,0.09236654,-0.09986443,0.05017554,0.00899680,-0.03341330,0.03996493,0.16689163,0.06251390,-0.00851554,-0.13375972,-0.06098005,0.03530814,-0.06730645,-0.07728538,-0.11812025,0.06788338,-0.03899178,0.09378608,0.15581630,0.03052042,0.05171862,0.03713537,-0.08172297,-0.03729829,-0.04965216,-0.05883443,-0.05016484,-0.03565008,0.05339350,-0.06919212,0.06729856,-0.06788906,0.08755956,-0.14259417,-0.08722299,0.11086353,-0.18420236,-0.00309660,0.06731149,-0.08065243,0.05293435,-0.01559394,-0.07262927,-0.01118119,0.07681364,-0.02304730,0.02849819,-0.07013362,-0.05673939,-0.03351355,-0.08082385,0.06309626,0.07503115,0.09782017,0.15718500,0.05914149,0.07940259,-0.03955720,-0.00323756,-0.01213222,0.11815479,0.00150741,0.02545535,0.03743739,0.02817349,0.08506259,-0.04751465,0.04622870,0.21461836,0.08086685,-0.00696310,-0.08075142,-0.12296583,0.05036850,-0.02678140"
上海轨道交通14号线昌邑路站西端头井上行线盾构接收冻结加固工程,"0.00750140,0.02892321,-0.02212992,0.03223764,0.07311177,-0.02302944,-0.06145044,-0.03778375,0.00065692,-0.03765236,-0.00284979,0.06990476,0.04445224,0.03387428,-0.01088315,0.05752708,0.02707703,0.03571647,0.01484297,0.05667644,0.02646812,0.04942926,-0.09575173,0.06432371,-0.02398637,-0.03950256,-0.09881523,-0.01288255,-0.03268692,0.09865313,-0.01237506,-0.05512140,-0.10937820,0.04562176,-0.07054210,-0.00335674,0.01087161,-0.03987899,0.05848116,0.01209455,-0.06553550,-0.05467255,-0.12253954,-0.08058143,-0.01015017,-0.01986404,0.10340437,0.04232678,-0.06858206,0.11666166,-0.02875685,0.73734438,-0.05662453,0.02889927,0.00301624,0.11995777,-0.06799768,-0.00664737,-0.03668798,0.09631314,0.05605942,0.02668610,-0.01056547,-0.04132994,0.01310729,0.03200942,0.01036844,-0.07813095,-0.12937763,-0.01712399,0.05495404,0.02483142,-0.03644430,-0.02368928,-0.06761000,-0.09984388,0.11992048,0.08123661,-0.03675009,0.01219193,0.07349654,-0.03408792,0.11453721,0.03038711,0.02963424,-0.06815200,-0.11085182,-0.01320199,-0.11409502,-0.00692705,-0.06736979,0.02661881,-0.06176280,-0.05829202,0.02301812,0.06437459,0.09525973,-0.17112203,-0.01046934,0.15201722,0.05361638,-0.01342730,-0.13912845,-0.09356848,0.02954209,0.04186682,-0.05171076,-0.01295656,0.03497432,-0.00417709,-0.05168692,0.02682409,0.03137495,0.03916088,0.02104176,-0.06526399,0.01451033,0.04772847,0.01190619,0.00911065,0.02449530,0.01392123,0.02493476,-0.00943786,-0.02941559,-0.05198501,-0.00142551,0.06127439"
宁波地铁3号线大通桥~中兴大桥南区间2号联络通道及泵站工程,"-0.03345954,-0.01340024,-0.02541595,-0.02337091,0.02394730,-0.11940092,0.00557174,0.04507549,-0.06661061,0.12005804,-0.01320940,0.03995167,-0.06152721,0.06527415,0.01572566,0.07967562,0.04640750,0.05624709,-0.05540709,0.00565445,0.04843852,-0.00967059,-0.11622093,0.03722453,-0.09004647,0.01812391,-0.04579247,-0.00394220,-0.03859742,0.05673762,-0.10246477,-0.04045036,-0.06428564,0.01538715,0.03216090,0.06165012,-0.02258913,0.02492361,-0.03777760,0.08413757,-0.02360471,0.02555531,-0.11172762,-0.00209084,-0.02774731,0.02001675,0.06115130,0.00666030,-0.08822768,0.09802913,-0.03800094,0.74198449,-0.03978107,-0.05539815,-0.06370322,0.13466126,0.01057991,0.04485177,-0.06067182,0.00509602,0.02185488,-0.02085469,0.08132989,-0.06178093,0.09152902,-0.06310167,0.00923174,-0.04368008,0.01202731,0.02458694,0.08821665,0.00234168,-0.12777711,0.02472181,0.02970969,-0.06922676,-0.06752928,0.00815860,0.02180410,-0.07020735,0.05101104,-0.02271377,-0.00771129,-0.06364696,-0.05270289,-0.01275624,0.00357353,-0.08578438,0.03432105,-0.10723735,-0.08325692,0.00318749,-0.09150998,0.02517753,-0.03565225,0.01278570,0.08431676,-0.07933511,-0.04884179,-0.01726304,-0.00166451,-0.02570135,-0.12487032,-0.04551955,0.03264536,0.05589760,0.07455879,0.02061876,0.01875665,0.05795201,0.03685015,0.08328324,0.12565488,0.03843367,-0.01134772,0.03008224,0.01911410,0.12593868,0.09479804,0.05301136,0.12188259,-0.03993416,0.02793361,-0.02706950,0.01076011,-0.07297672,0.05239598,0.09546276"
22.6米,"-0.12122210,-0.00779152,0.07513912,0.08147573,0.07409095,-0.03247513,-0.02490479,0.02131662,0.12024853,-0.07092985,-0.02371105,0.11763444,-0.00590921,0.04127754,-0.12254557,-0.19200987,-0.02543205,0.00841135,-0.06362594,0.03168685,0.03311210,-0.00886753,-0.10758043,0.01050828,0.07333183,0.01778362,-0.06250807,-0.04272909,0.00992727,0.09517013,-0.01473189,0.04776603,0.02768155,0.04783549,-0.05897430,0.08060054,0.19006673,-0.02609149,-0.02651592,-0.02952949,-0.07798162,0.08230361,-0.18633933,0.05597455,-0.15955521,0.06516169,0.09181610,0.00763612,-0.17908987,0.13553412,0.03221264,0.49278235,-0.05002656,0.10270583,0.02187381,-0.04155741,0.05162356,0.04521716,-0.15124243,0.08083387,-0.01887272,-0.03929420,-0.00571896,-0.06729739,-0.03720484,-0.02412736,0.13577005,0.01006946,0.04716607,-0.01588514,0.02274605,0.11019324,0.16256048,-0.06172260,0.02039669,0.01739657,0.08672103,0.09660140,0.00584313,-0.15220751,-0.04226771,-0.00679508,-0.02967105,-0.13671026,-0.06930576,0.05048098,0.09271768,0.06606104,0.00953904,0.01337104,0.02284150,0.00966930,0.01539989,0.00019604,-0.00669136,0.05280241,-0.04796673,0.04326903,-0.21400279,0.03120380,0.04052428,-0.06045472,-0.05983282,-0.01635076,-0.16333027,-0.03479060,-0.15809932,-0.06264628,0.01860322,0.06384927,0.00928288,-0.05643915,0.04755569,0.06655388,-0.05670643,-0.02856323,-0.01932928,0.19668071,-0.01020358,-0.01187586,0.05390569,0.02532856,0.07840339,-0.00624314,-0.00830955,0.00334348,0.03185232,0.08884668"
中铁二局股份有限公司城通公司,"-0.01864188,-0.05272627,0.07817364,0.00232881,0.05210411,-0.11836090,0.10715681,0.17709592,-0.04490624,0.06476731,0.00472394,-0.02485223,-0.07408264,-0.01272971,0.12515686,0.00295930,0.07268450,-0.03812295,-0.11099625,-0.05738324,-0.03715057,-0.04774367,-0.11784749,-0.00214870,0.01262231,-0.00588491,0.05918958,-0.06406034,-0.03073098,0.00408530,-0.18435234,0.02106569,-0.16332439,0.11835067,-0.03999050,0.05058342,0.04602978,0.02271034,0.08718100,0.05368405,-0.09021717,0.08664589,-0.12316932,0.05886721,-0.00328442,0.06111347,-0.02863758,0.09009948,-0.06143679,0.02269669,0.03895253,0.49245951,-0.00575436,-0.00742094,-0.04989975,0.20087136,0.00228334,-0.01537207,0.11402179,0.07006489,0.02011643,-0.06019731,0.05199221,-0.00413748,0.11989820,-0.09055969,0.02236133,-0.04678150,0.05089631,-0.02010443,-0.02500274,0.05602534,-0.07937539,0.04137308,0.13219109,-0.07107294,-0.03055048,0.10298294,-0.12870166,0.06981587,0.06781169,-0.20068653,0.01600015,-0.10197081,0.00919378,-0.15789494,0.11379461,-0.11891913,0.06704723,-0.01603665,-0.01367275,-0.01674862,0.01685818,0.04576551,0.02685429,-0.00310666,0.03698092,-0.02269162,0.04839043,-0.05848482,-0.03647975,-0.07826447,-0.06600258,0.00754705,0.11104792,-0.04619512,0.00285739,-0.04860873,0.08488446,0.12020411,-0.09722340,-0.00834485,0.11351236,0.13886489,-0.02441287,0.04108896,-0.07313037,0.07277849,0.00667488,0.00002588,0.03295204,0.02102712,0.15410422,-0.12348264,0.12652056,0.11116868,-0.00978685,0.07541138"
南京轨道交通3号线XK04标吉印大道站~秣周路站区间联络通道及泵站冻结加固工程,"0.02943134,-0.06479626,-0.02923321,-0.04762406,0.06089706,-0.06737144,-0.05138014,-0.01624534,0.00770077,0.03758705,-0.00666493,0.07175314,-0.01120146,0.00743745,0.03810653,0.10328440,0.05704590,0.03129052,-0.03547480,0.07182273,0.01298280,0.00026127,-0.11507539,0.07246756,-0.10683027,0.03365928,-0.06093395,0.06886318,-0.08479849,0.05392674,-0.00964239,-0.05710924,-0.16265370,0.00350155,-0.05153729,0.02828465,0.00392136,-0.04926822,-0.00415980,0.10825177,-0.02604723,0.01439044,-0.12137196,-0.04395328,-0.05861089,-0.04932550,0.02053264,0.02656438,-0.09929640,0.10130883,-0.03446469,0.77756995,-0.04119439,0.02472249,-0.06482694,0.10093705,-0.08454636,0.03841025,-0.02922655,0.03984509,0.00990717,0.01361915,0.02524411,-0.06260043,0.06012217,-0.03878104,-0.01883299,0.02432951,0.01836223,0.02101660,0.06448408,0.05450730,-0.12284587,-0.00986786,-0.02884683,-0.01715487,-0.00164149,0.03580399,-0.00719100,-0.04216539,0.06475020,0.01474110,0.02220344,-0.01534835,-0.03340449,-0.05196630,0.01026033,-0.07056538,0.08944803,-0.06547737,-0.04295306,0.04077994,-0.06977861,0.03354029,0.02791097,0.03265492,0.05814591,-0.12255353,-0.02567606,0.07754953,-0.04106770,-0.04462541,-0.08783192,-0.08422574,0.05247899,0.04062247,0.01881591,0.01983966,0.01174605,-0.01492143,-0.02793845,0.01447045,0.05114079,0.03659774,0.04760337,-0.04294065,0.01064387,0.12870261,0.11443226,0.02635498,0.06682614,0.04248733,0.00983561,-0.00361822,-0.02389174,-0.03309241,-0.04623707,0.02992279"
盾构区间,"-0.01532729,0.04240705,0.08267100,0.06553672,0.09591873,-0.02401400,-0.02836398,-0.08531528,-0.12593035,0.01026209,-0.01961296,0.12404031,0.02942998,-0.09204589,-0.10342298,0.02380169,0.00013079,0.02820076,-0.08832362,0.01266202,0.03579484,-0.09315959,-0.02228962,0.03328441,0.03423398,-0.08229158,-0.03470012,-0.01659410,0.04946352,0.11801168,-0.02321710,-0.00487629,-0.05880276,0.08917062,-0.06881050,-0.04002902,-0.02151358,-0.02502811,0.10390680,-0.02074348,0.01547538,0.06529969,-0.10251285,-0.10740756,0.01035373,0.08284191,0.05584015,0.08034051,-0.12545742,0.14781578,-0.06748175,0.73259181,-0.09946936,0.02634764,0.01438373,-0.02908707,0.08744913,0.00409573,-0.01724485,-0.00828122,-0.00040890,0.00583121,0.01618842,-0.03832808,-0.03432878,0.05638418,0.05090048,0.00080835,0.02991571,-0.05778647,0.06735305,0.06175692,0.02621691,-0.03969667,-0.01640956,-0.05738341,0.08240620,0.05992847,-0.12786387,-0.09736438,-0.01159036,-0.05212123,0.07996612,-0.09792160,-0.06681285,-0.01431412,-0.01288751,-0.00308749,-0.01617953,0.01275089,-0.06904751,-0.01378512,-0.01019358,-0.00777451,0.02330812,-0.00295372,0.08278370,-0.03739695,-0.04776125,0.09295525,0.04130747,-0.07316144,-0.07575288,-0.08675191,0.02546566,0.03113552,-0.04365710,0.00553028,0.06693097,0.09645031,-0.02544998,0.13398282,0.04962737,-0.01324871,-0.03024663,-0.05713131,0.02273530,0.02275732,0.11559570,0.00193686,-0.02298209,0.03023661,0.02894695,-0.01907850,0.01292383,-0.04334051,0.06201238,-0.00160309"
无锡地铁3号线新锡路站~无锡新区站区间1号联络通道,"0.00160384,-0.09384274,0.00056633,-0.02198897,-0.00543900,-0.07010873,0.08725516,0.02476414,-0.04009799,0.09441946,0.03448565,0.07686326,-0.05447074,0.12446166,0.02112091,0.04834899,0.03293617,0.08346752,-0.01455673,0.01414419,0.03296800,0.05307771,-0.17892733,-0.00384449,-0.03942442,0.00475262,-0.10481218,0.04534021,-0.09757387,-0.03000759,-0.06003746,-0.04658739,-0.09212580,0.12903646,-0.04146500,0.04409583,-0.06893784,-0.02982545,0.03325843,0.00742631,-0.02764798,0.10237560,-0.06171109,-0.06146703,-0.18809323,0.07589472,-0.03292481,-0.01974570,-0.04789257,-0.00598589,0.00293608,0.66909653,-0.04838798,0.01712084,-0.12450493,0.00490446,0.05996803,0.02118628,-0.00020952,-0.01259263,-0.00211314,-0.06629474,0.01081307,-0.05770804,0.06498884,-0.08775941,-0.01982542,-0.13685764,-0.00591603,-0.05910263,0.06044154,-0.03327058,-0.04307470,0.06346001,0.04010060,0.01403171,-0.07728949,-0.00912634,-0.02380800,-0.04947159,-0.00533593,-0.11559505,0.01507554,-0.06373981,-0.01917452,-0.07003558,0.02566487,-0.13590495,0.04617356,-0.14504294,-0.01999687,-0.06006245,-0.03404021,0.07835032,-0.01904171,-0.00274069,0.05289447,0.01377101,-0.05101958,0.05895232,-0.02599219,-0.14795768,-0.15231091,-0.08561672,0.03967073,0.06235589,0.03009846,0.08179341,-0.00288708,0.11180193,-0.03280920,-0.01887413,0.07750573,0.02275045,0.00229717,0.05921517,-0.07556741,0.12602726,0.07875136,0.02622996,0.09268560,0.04252979,0.02944542,-0.02991172,-0.06012961,-0.00043767,-0.09817228,-0.00759536"
苏州轨道交通3号线工程玉山路站~竹园路站区间联络通道,"-0.00382718,-0.00686682,-0.14190227,0.03397013,0.03918546,0.01014769,0.04251473,0.00332598,-0.05219712,0.05454147,-0.02675638,0.08105124,0.05348713,0.02590431,-0.02486639,0.08716656,0.07234842,0.05529369,-0.06807049,0.08364216,0.01206055,-0.02523853,-0.21521452,0.13930020,-0.12213083,0.03790907,-0.09175158,0.02802783,-0.01760098,0.01631300,-0.05944328,-0.01106557,-0.12840159,0.09896860,-0.04369022,0.06423743,-0.05318429,-0.07555072,0.02951209,-0.00688863,-0.05008266,0.05348594,-0.06059589,-0.01918025,-0.12466381,0.10044735,0.00619790,0.01316539,-0.03044198,-0.00520957,0.00068430,0.63010383,0.02656011,0.04077688,-0.09380333,0.01932732,-0.02091745,0.01275851,-0.05604896,0.14275393,0.02831363,-0.14990014,0.09308185,-0.04327722,0.04781854,-0.09503446,-0.00268848,-0.10542196,-0.10419304,-0.00225707,0.04715401,-0.02628780,-0.00349894,-0.01410688,0.00216364,-0.03589749,0.07175877,0.01963692,0.04666172,-0.00046601,-0.03038234,-0.07558414,0.04645672,-0.09025958,0.01291933,-0.05783635,0.00042560,-0.12506929,0.01181382,0.02301784,-0.03634613,-0.05714283,-0.01002585,0.03436724,0.00868209,-0.03875592,0.04978433,-0.06573844,-0.09250209,0.12176956,-0.05234744,-0.06655898,-0.19980870,-0.06253655,-0.01472339,0.08034776,0.03693561,0.05382176,0.00282145,0.08497106,-0.08191526,0.05126279,0.05676568,0.07940170,0.03348229,0.10572167,-0.07280184,0.11773150,0.08365718,0.11804581,0.11459454,0.09218588,-0.02866217,-0.02825681,-0.03270055,-0.07003465,-0.01628364,0.00503804"
国家标准,"0.05158144,-0.03027620,-0.04811107,0.15565000,0.15715455,-0.00129803,0.00998344,0.02577957,0.00954792,0.07024626,0.06678680,0.10529946,0.03760274,-0.09744704,0.02836402,-0.09737436,0.04808201,0.06207792,-0.07620686,0.07564099,-0.03848577,-0.11905821,-0.10912492,0.00691465,-0.10856645,-0.06420022,-0.00217483,-0.05596518,-0.00449545,-0.03855913,-0.09070119,-0.02686312,-0.20289053,0.06697422,0.05460919,0.05299408,-0.09319580,-0.13607030,0.11023114,-0.03873973,0.02374967,0.04960822,-0.24523818,-0.07517150,0.04586478,-0.04334235,-0.04335326,0.06427436,-0.07635710,0.08530039,-0.17082158,0.47655919,0.04640830,0.00373733,-0.03888317,0.14667067,-0.13089009,0.00913063,-0.11828541,0.11967974,0.01100396,0.07997648,0.04784456,-0.08066715,0.01047966,-0.00762625,-0.09610523,-0.09485330,-0.02734260,-0.10305060,0.03175159,0.03622201,0.02834904,0.06997972,0.02920904,-0.01279709,-0.01156451,0.10662857,-0.08743896,-0.04493554,-0.04148474,0.05655647,0.03488343,-0.14057086,-0.05828087,-0.02609598,-0.00319810,-0.04699188,0.13136084,-0.06452654,-0.04028647,-0.05160111,-0.06114806,-0.10087844,-0.07439417,0.02074394,0.05999232,0.03835758,-0.11391469,0.15945134,0.03393598,-0.06460524,0.01319762,0.03897092,0.06396981,0.01525952,0.09569523,0.10546754,-0.15548138,-0.02882400,-0.01834281,-0.04485860,0.05060792,0.04756026,-0.02126097,0.06752770,0.07043073,0.07102650,0.06170224,-0.02996781,0.01643155,0.09459528,-0.09243552,-0.03610914,-0.06796422,-0.01472741,-0.10772344,0.03241156"
2019年8月至2019年12月,"-0.13471843,0.05046386,0.03899010,0.11025484,-0.00907317,-0.16445008,0.04100974,0.12879178,0.09374437,-0.16306306,0.02898413,0.01485211,-0.06141048,-0.05836900,0.08641154,0.06617635,-0.00336012,0.03267758,-0.06151814,-0.13301022,0.04848491,0.05494272,-0.13807331,0.05161729,0.16649047,-0.03625480,0.08814430,-0.10190085,0.05915475,0.06500408,0.05089133,-0.03617160,-0.14629585,0.00344223,-0.06254204,0.08498865,0.10038664,-0.00510024,0.01231506,0.08776291,0.09657869,0.15154868,0.12563333,-0.02629064,-0.15063615,0.03924903,-0.01767367,0.03267573,-0.05988073,0.03113693,-0.04714262,0.15541968,-0.05652369,0.02803326,-0.05061238,0.03511894,0.04161001,0.14930516,-0.00416842,0.12907681,0.07037512,-0.01915203,-0.02614007,0.02645596,0.00381849,-0.03365070,-0.04821757,-0.17909086,0.07089674,-0.09245096,-0.06714074,0.20325261,0.11364805,-0.02178451,0.15144336,-0.02391696,0.08772865,0.05875318,-0.01578469,-0.16142741,-0.08080295,0.07386731,-0.00079399,0.02496595,-0.11333663,0.07134952,-0.11529769,-0.08626793,0.12133452,0.02120408,-0.15479179,0.06214723,-0.12309481,-0.01953599,-0.02236919,0.02344408,0.07630456,0.13421369,0.01634580,0.00645034,-0.05343001,-0.01835242,-0.06359933,-0.05947849,0.02813267,0.06081923,0.21236141,0.05979922,0.08126783,0.11357707,-0.06803440,0.03005920,0.15160739,0.01979554,0.03113655,0.03958982,0.12892051,-0.03543491,0.01500989,0.02457077,-0.03766488,0.08847244,0.14126463,-0.01526005,0.01866013,-0.10324757,0.23458855,0.10928141"
杭州地铁7号线6标靖2区间2号联络通道项目,"-0.07350241,-0.03802491,0.10488649,-0.05569094,0.08062329,-0.06141144,-0.00393200,0.00319007,-0.04029740,0.00822870,-0.00855388,0.10777241,-0.05254624,0.00275279,0.03103293,-0.00785658,0.02235676,0.01614406,-0.00105528,-0.01467228,0.04927718,0.09214766,-0.15149060,0.03258143,0.00504678,0.01124954,-0.01918821,-0.02329616,-0.06301688,0.06332940,-0.02891640,-0.01343716,-0.05400667,0.10047971,0.00591095,0.04233160,-0.01071861,-0.03190180,0.01280979,-0.05930786,-0.08936633,-0.02834757,-0.14145330,-0.03869525,-0.07656900,0.13224006,0.03709495,-0.02027042,-0.04323186,0.03193274,-0.01380588,0.67176217,-0.07014377,-0.01811115,-0.06985999,0.01315342,0.08365616,-0.08227657,-0.06874154,0.10121975,0.02209549,-0.08494356,0.07360769,-0.06631535,-0.02737847,-0.11943715,0.00386390,0.05048371,0.10773689,0.01417425,0.10108195,0.04970785,-0.13603193,0.13781638,0.08353443,-0.00180111,0.05801505,0.02524444,-0.00206308,-0.03543398,-0.03361193,-0.12388349,-0.01831767,-0.06299734,-0.02090722,-0.08273666,0.10950480,-0.06727906,0.03817487,-0.12956446,-0.05784914,-0.04858234,0.00006230,0.02658294,-0.04067837,0.00966782,0.09525254,0.00523080,-0.05096253,-0.00434836,-0.01305922,-0.04168851,-0.21857007,-0.01622677,-0.02412035,0.03293587,0.00912228,-0.03865882,-0.01199700,0.09999937,0.00911242,0.02716800,0.11863998,0.03542567,-0.02303802,0.03620869,-0.09092162,0.10843869,-0.03449734,0.11834214,0.09399473,0.05867238,0.01419207,0.00890116,0.00659245,-0.08012858,0.09299933,0.02967691"
